,id,label,srcAddress,srcPort,destAddress,destPort,appProtocol
7084,094cd6c1-d6cf-4c00-a9d1-4f694752b808,疑似恶意流量,172.16.44.107,49247,10.147.89.5,449,tls
7085,1f367e3b-9f1c-4c11-a304-f99a2317f465,疑似恶意流量,172.16.44.107,49241,10.147.89.5,449,tls
7086,ee190c01-7ca4-4710-91fa-91e62f1424e6,疑似恶意流量,172.16.44.107,49592,10.147.89.5,449,tls
7124,14bebf3a-ad63-4cde-adb2-70e1b28819a8,疑似恶意流量,172.16.43.250,49210,10.59.208.43,443,tls
7125,d2d9cce0-ce20-4ec1-9898-3fbc571e4ec3,疑似恶意流量,172.16.43.250,49212,10.59.208.43,443,tls
7126,6b1b84e0-9a3a-48c0-9652-b49e4e2b8eed,疑似恶意流量,172.16.43.250,49214,10.59.208.43,443,tls
7127,78eb803f-4b27-44e6-a964-5b822bfb4f6e,疑似恶意流量,172.16.43.250,49197,10.59.208.43,443,tls
7135,ad9eb758-57e3-4efb-b4d0-7d85cef5c742,疑似恶意流量,172.16.43.24,49188,10.5.20.163,449,tls
7136,88983e54-19ca-4939-9d71-97b3eb089940,疑似恶意流量,172.16.43.24,49197,10.5.20.163,449,tls
7137,c87c6f67-fc09-43f4-9125-a9be1aafc60b,疑似恶意流量,172.16.43.24,49214,10.5.20.163,449,tls
7138,1744c2f0-8aec-4390-a136-5f892b872733,疑似恶意流量,172.16.43.24,49191,10.5.20.163,449,tls
7235,4fa9d114-2373-4d9e-a92c-a697203feb9d,疑似恶意流量,172.16.42.226,63311,10.14.189.22,443,tls
7236,d0322230-18ad-45d9-a0be-d512555fc994,疑似恶意流量,172.16.42.226,63292,10.14.189.22,443,tls
7237,900ac711-ee68-479a-83b1-2197b0f727b8,疑似恶意流量,172.16.42.226,63261,10.14.189.22,443,tls
7238,eb3a40f6-6e66-422b-a552-3e3965fda4f1,疑似恶意流量,172.16.42.226,63236,10.14.189.22,443,tls
7239,c59b9a47-382c-4457-b188-2e4a93e42d4f,疑似恶意流量,172.16.42.226,55586,10.0.189.47,443,tls
7240,32a5a673-4bcb-4077-8b05-99698084629e,疑似恶意流量,172.16.42.226,63305,10.14.189.22,443,tls
7241,d75f619b-a503-4343-b611-24ad16309d86,疑似恶意流量,172.16.42.226,63266,10.14.189.22,443,tls
7256,1a26ba29-65ad-4a18-a24c-27429addca4f,疑似恶意流量,172.16.42.202,49179,10.185.168.39,9001,tls
7315,c16667aa-6da2-467a-a3d6-4bf683e16a16,疑似恶意流量,172.16.41.59,49183,10.158.49.132,443,tls
7355,8733fba1-e876-4c26-828a-1c669cf5f8b8,疑似恶意流量,172.16.41.200,49226,10.175.167.19,447,tls
7431,ee77ffe2-2754-429e-93eb-4004b703d5e8,疑似恶意流量,172.16.40.62,49218,10.43.51.188,449,tls
7441,414ecb22-ed5e-4107-bbf9-f4fb39f16884,疑似恶意流量,172.16.40.37,54441,10.57.31.114,449,tls
7442,eb2fc34c-370e-4aeb-b86d-bde2c8a0a0ff,疑似恶意流量,172.16.40.37,55391,10.57.31.114,449,tls
7443,51346cb2-c6e2-43c9-980c-9d350ce1fd03,疑似恶意流量,172.16.40.37,55458,10.57.31.114,449,tls
7444,d9f63188-3584-4e20-914d-019814cad752,疑似恶意流量,172.16.40.37,55067,10.57.31.114,449,tls
7445,f382971f-f241-42fc-b0cf-0e874fc1577e,疑似恶意流量,172.16.40.37,54966,10.57.31.114,449,tls
7446,b4e423dc-605c-48dc-a053-5d49b9444c77,疑似恶意流量,172.16.40.37,55644,10.57.31.114,449,tls
7447,db398aea-1083-4ee8-a9a7-86ae3299ff89,疑似恶意流量,172.16.40.37,55627,10.57.31.114,449,tls
7448,9d48c178-8c97-4477-9270-ffdda17f5966,疑似恶意流量,172.16.40.37,55311,10.57.31.114,449,tls
7449,bb4c0d49-3d92-4946-a0b9-2c1834d2caf8,疑似恶意流量,172.16.40.37,54756,10.57.31.114,449,tls
7450,2610385a-872f-4f5f-8307-d5b6758142bb,疑似恶意流量,172.16.40.37,55253,10.57.31.114,449,tls
7451,b33ed708-1d4e-410a-b972-732721ba22a0,疑似恶意流量,172.16.40.37,55008,10.57.31.114,449,tls
7452,e5669ac1-f181-4de4-8cc8-8d25ceb0eba1,疑似恶意流量,172.16.40.37,55476,10.57.31.114,449,tls
7552,6c4d808d-cd2d-41dd-85c7-b21e2eb6d86f,疑似恶意流量,172.16.4.231,49519,10.121.193.48,443,tls
7553,da037dd3-5937-497b-bf6f-4c76b058ff39,疑似恶意流量,172.16.4.231,49498,10.121.193.48,443,tls
7597,ccca1e4c-f0ef-47b9-9753-d145aa0c99cc,疑似恶意流量,172.16.4.108,54821,10.13.90.90,443,tls
7633,b3735e00-9cd5-4bab-9423-56e8830ed6aa,疑似恶意流量,172.16.39.240,52586,10.25.201.133,449,tls
7634,1b4df040-95e2-43c2-a6da-68cfa51cec9d,疑似恶意流量,172.16.39.240,52645,10.25.201.133,449,tls
7635,f2efbeba-4ab8-4087-8273-8d6d740148c0,疑似恶意流量,172.16.39.240,52154,10.25.201.133,449,tls
7636,cf7b51b8-475a-42a7-ae37-738e1b3a3233,疑似恶意流量,172.16.39.240,51864,10.25.201.133,449,tls
7637,703731a4-4057-4c0d-a5d0-ce0a3cd968f9,疑似恶意流量,172.16.39.240,51399,10.25.201.133,449,tls
7638,1c3d092a-0a1f-4a77-94f7-09ff2a46384a,疑似恶意流量,172.16.39.240,51190,10.25.201.133,449,tls
7639,4e6c03c6-250f-4b20-9aa7-74355f8f0184,疑似恶意流量,172.16.39.240,51985,10.25.201.133,449,tls
7640,afe1f597-494a-457c-9c7f-64a3cacecbfe,疑似恶意流量,172.16.39.240,51342,10.25.201.133,449,tls
7641,64da1d48-242e-48ca-91e6-c077ec503e72,疑似恶意流量,172.16.39.240,52858,10.25.201.133,449,tls
7642,de0ac753-cb91-4753-88ec-6fb8c227dee4,疑似恶意流量,172.16.39.240,52562,10.25.201.133,449,tls
7643,523d9875-a10d-4643-874a-e39c2b09dacd,疑似恶意流量,172.16.39.240,51850,10.25.201.133,449,tls
7644,52772256-9ba5-4796-8268-e72c6ae1649e,疑似恶意流量,172.16.39.240,51918,10.25.201.133,449,tls
7645,acf72a3b-53b2-40a9-991f-cc4782a176a6,疑似恶意流量,172.16.39.240,51592,10.25.201.133,449,tls
7646,776b7662-9894-41be-bede-5eb330a805fc,疑似恶意流量,172.16.39.240,51327,10.25.201.133,449,tls
7647,5c9acbe0-472c-40ba-b483-d79abb8b18e2,疑似恶意流量,172.16.39.240,52617,10.25.201.133,449,tls
7648,93bffcb5-c64e-4259-a186-add0b874baad,疑似恶意流量,172.16.39.240,52031,10.25.201.133,449,tls
7649,df952096-cbce-49f4-9685-062e70481944,疑似恶意流量,172.16.39.240,52529,10.25.201.133,449,tls
7879,82aaedd2-df4b-4374-9e83-ecf9da8d25b9,疑似恶意流量,172.16.37.51,49293,10.26.43.7,443,tls
7880,fd708841-4774-429a-9661-32c7aadf3a1b,疑似恶意流量,172.16.37.51,49337,10.26.43.7,443,tls
7881,9dab722e-15cd-4ec7-84e9-13ef682841d9,疑似恶意流量,172.16.37.51,49366,10.26.43.7,443,tls
7882,69aa53e6-35b8-458e-8956-f6ac5d8410f5,疑似恶意流量,172.16.37.51,49308,10.26.43.7,443,tls
7883,7e83fcbe-41b5-43c6-8785-59581284dee0,疑似恶意流量,172.16.37.51,49371,10.26.43.7,443,tls
7884,4851a887-4482-4b40-8612-101d61326e68,疑似恶意流量,172.16.37.51,49260,10.26.43.7,443,tls
7885,4be63119-4dd3-424b-83d2-d1ee5e85170a,疑似恶意流量,172.16.37.51,49381,10.26.43.7,443,tls
7886,54b4074a-6748-45f1-8f10-b8c6e81afc6d,疑似恶意流量,172.16.37.51,49365,10.26.43.7,443,tls
7887,32fba3d5-ee27-4aa9-9c07-4fe42673dd2b,疑似恶意流量,172.16.37.51,49243,10.26.43.7,443,tls
7888,8a421328-f8d8-4875-8401-64d32f9d4978,疑似恶意流量,172.16.37.51,49352,10.26.43.7,443,tls
7889,1fb6274c-e25a-425a-8217-31bf9c00cd44,疑似恶意流量,172.16.37.51,49320,10.26.43.7,443,tls
7890,0daae9b2-a02e-4eae-843b-554b199bf820,疑似恶意流量,172.16.37.51,49389,10.26.43.7,443,tls
7891,78585048-7103-4c5c-b313-0ce39cdbcdaa,疑似恶意流量,172.16.37.51,49295,10.26.43.7,443,tls
7892,bbac6356-b4e3-42ee-a46b-c741b48340ec,疑似恶意流量,172.16.37.51,49306,10.26.43.7,443,tls
7893,d4629071-d47f-4548-a798-0373bcc5d3d9,疑似恶意流量,172.16.37.51,49220,10.26.43.7,443,tls
7894,eda41ad9-bc25-4390-9fb7-d8487fddfd22,疑似恶意流量,172.16.37.51,49252,10.26.43.7,443,tls
7895,317d717b-a473-46a9-8e12-54e08d200e9e,疑似恶意流量,172.16.37.51,49374,10.26.43.7,443,tls
7897,b0dd498f-1774-4875-89c3-5e9d69b9c819,疑似恶意流量,172.16.37.43,49181,10.10.36.51,443,tls
7898,6639a708-364e-419e-812b-aded22db1d5c,疑似恶意流量,172.16.37.43,49195,10.10.36.51,443,tls
7899,52e86a6e-7959-4ba0-b814-ce93e12f696e,疑似恶意流量,172.16.37.43,49200,10.10.36.51,443,tls
7900,22a55f69-811c-4b91-8868-e0cc75368eaa,疑似恶意流量,172.16.37.43,49201,10.10.36.51,443,tls
7930,1a892769-0143-42b3-829a-4ae835b3c242,疑似恶意流量,172.16.37.209,49984,10.25.174.57,449,tls
7931,e7720a5d-d3eb-4533-8f68-59afeae2d1ef,疑似恶意流量,172.16.37.209,49989,10.25.174.57,449,tls
7956,e0890c1c-d8a4-483e-8b79-a32883a49b4f,疑似恶意流量,172.16.37.136,49161,10.98.113.134,443,tls
7963,139eee0d-ee55-4108-805a-f3cd9cc42cb8,疑似恶意流量,172.16.37.105,49625,10.53.88.50,449,tls
7964,f7c0615e-5fb6-4e24-9e52-95eaa4ebc561,疑似恶意流量,172.16.37.105,49682,10.53.88.50,449,tls
7965,4a040829-2e3c-40d9-b7dc-6c6938569788,疑似恶意流量,172.16.37.105,49707,10.53.88.50,449,tls
7966,34eb63b6-02dc-42b6-88af-f484f30372a7,疑似恶意流量,172.16.37.105,49689,10.53.88.50,449,tls
7967,e03a1739-4aaa-4a4f-8844-54095d14bb0a,疑似恶意流量,172.16.37.105,49289,10.53.88.50,449,tls
7968,af92b1e6-781d-45d2-a594-1c2f1b82770c,疑似恶意流量,172.16.37.105,49590,10.53.88.50,449,tls
7969,ef0f8660-134a-4959-b184-6593ee61f10b,疑似恶意流量,172.16.37.105,49703,10.53.88.50,449,tls
7970,a0572c65-3585-4d1e-bd39-d689de7d7ef4,疑似恶意流量,172.16.37.105,49645,10.53.88.50,449,tls
7971,9e7bb625-e4ba-413c-aac0-2a337ec09248,疑似恶意流量,172.16.37.105,49611,10.53.88.50,449,tls
7984,1d5bb0a8-e57a-4695-976c-404f307e27ab,疑似恶意流量,172.16.36.59,49221,10.44.49.169,449,tls
7985,af10f5d1-413f-4e54-a157-2fc48e4eede6,疑似恶意流量,172.16.36.59,49566,10.44.49.169,449,tls
7986,5b20a306-1651-4c33-b2ea-9e2b18005955,疑似恶意流量,172.16.36.59,49216,10.44.49.169,449,tls
8101,f7a0ea61-e783-4057-9bac-35219825145c,疑似恶意流量,172.16.35.234,49258,10.73.195.97,443,tls
8102,c626b71c-f948-4ec7-aacf-a8137f74ef1f,疑似恶意流量,172.16.35.234,49222,10.73.195.97,443,tls
8103,bbb4111b-f4c9-418b-a343-d029d168bcb5,疑似恶意流量,172.16.35.234,49285,10.73.195.97,443,tls
8150,b52738fc-6d25-4d49-8f34-3011984b1458,疑似恶意流量,172.16.35.107,49395,10.86.90.131,447,tls
8151,4b4fc178-9736-49a7-b39f-ccc3db8862f3,疑似恶意流量,172.16.35.107,49427,10.86.90.131,447,tls
8176,dc29fd29-2c19-40a1-b548-9a4a25a771ca,疑似恶意流量,172.16.34.45,49210,10.64.38.138,447,tls
8207,0d844fa9-ac77-4e6f-890c-4be096996fcc,疑似恶意流量,172.16.34.204,49497,10.50.170.12,449,tls
8208,5799b7fd-6296-4a5f-bf8f-eeeb96b47072,疑似恶意流量,172.16.34.204,49218,10.50.170.12,449,tls
8230,ab5f3d52-d627-48ae-ad74-ef2b75601a6e,疑似恶意流量,172.16.34.17,57006,10.148.14.54,443,tls
8231,016daa11-34c4-4628-a782-93736d00c773,疑似恶意流量,172.16.34.17,56999,10.148.14.54,443,tls
8254,c100459e-d636-4f5f-bcf3-0322ebbf06f7,疑似恶意流量,172.16.34.127,49509,10.119.106.153,443,tls
8255,d2e5718f-92cb-42e5-a49e-390811b93614,疑似恶意流量,172.16.34.127,49533,10.119.106.153,443,tls
8256,6f2bcbad-3d68-4fd0-bbe3-db4658a4a425,疑似恶意流量,172.16.34.127,49510,10.119.106.153,443,tls
8259,f997f817-3a2d-4ff9-a493-32f49fe871fb,疑似恶意流量,172.16.34.116,53708,10.101.96.131,65010,tls
8386,d4f5ba0e-b1d4-49ef-88d0-a68074569758,疑似恶意流量,172.16.32.84,51922,10.64.70.49,449,tls
8387,9bb91f5a-ecf5-4378-93cc-165302882104,疑似恶意流量,172.16.32.84,51924,10.64.70.49,449,tls
8579,0d83f2ac-5f90-4f25-81f3-521b581c9377,疑似恶意流量,172.16.31.143,40238,10.169.119.118,443,tls
8748,31fbb36c-2903-461b-a979-41a2e8bc474c,疑似恶意流量,172.16.3.235,49308,10.105.196.133,443,tls
8749,8ae0be14-2244-4839-98b6-ac52dccc3bc6,疑似恶意流量,172.16.3.235,49273,10.105.196.133,443,tls
8750,959aab99-d388-410d-9818-f0a31578fb51,疑似恶意流量,172.16.3.235,49305,10.105.196.133,443,tls
8751,4cc8002b-b2b7-477b-aa4c-a7eedb178dcd,疑似恶意流量,172.16.3.235,49286,10.105.196.133,443,tls
8752,5292adff-474c-4321-b040-7611d50d6a9c,疑似恶意流量,172.16.3.235,49280,10.105.196.133,443,tls
8753,ca24ba1b-466a-412d-b7d3-a8f940ed6e1f,疑似恶意流量,172.16.3.235,49292,10.105.196.133,443,tls
8754,44cf0b82-dc9c-4fc2-90ce-f9aa527b97a7,疑似恶意流量,172.16.3.235,49278,10.105.196.133,443,tls
8755,5158e7ea-05f4-4f7e-b7e0-5bc3438d2e7f,疑似恶意流量,172.16.3.235,49311,10.105.196.133,443,tls
8756,b50315ef-f980-4016-87c1-5175c993ca79,疑似恶意流量,172.16.3.235,49302,10.105.196.133,443,tls
8757,fbe73591-2a98-43e4-800c-42f6ccde7421,疑似恶意流量,172.16.3.235,49266,10.105.196.133,443,tls
8865,184baaaf-572e-4ee5-8a42-f4a3d3b92f09,疑似恶意流量,172.16.29.238,49229,10.155.199.24,443,tls
8866,3b63c334-d0d5-4121-919a-bbe32f41d7df,疑似恶意流量,172.16.29.238,49340,10.155.199.24,443,tls
8867,0d90e4d3-901f-4df8-93bc-6ef6a31e1f9a,疑似恶意流量,172.16.29.238,49415,10.155.199.24,443,tls
8868,f2e5000a-ab34-4716-a99a-18660b712edb,疑似恶意流量,172.16.29.238,49327,10.155.199.24,443,tls
8869,96e4f5df-acd2-49f2-a5d7-62fe7e2cff2c,疑似恶意流量,172.16.29.238,49516,10.155.199.24,443,tls
8870,fa9118c0-ef92-4daa-ac78-49c2181f03e6,疑似恶意流量,172.16.29.238,49472,10.155.199.24,443,tls
8871,e77ff430-6b1d-4a3c-94d1-55516c094a6c,疑似恶意流量,172.16.29.238,49423,10.155.199.24,443,tls
8872,3e00e160-029e-4024-83c5-21a779b2c908,疑似恶意流量,172.16.29.238,49487,10.155.199.24,443,tls
8873,a9527e87-f383-4ded-9521-28ac461a1b34,疑似恶意流量,172.16.29.238,49376,10.155.199.24,443,tls
8874,b516ee22-5181-4753-9157-f293b6dada6e,疑似恶意流量,172.16.29.238,49275,10.155.199.24,443,tls
8875,63cc36bc-8062-45e5-823e-7742f0e03225,疑似恶意流量,172.16.29.238,49444,10.155.199.24,443,tls
8876,e7d73fdb-2ae3-421c-b309-5299a9d7ae07,疑似恶意流量,172.16.29.238,49311,10.155.199.24,443,tls
8877,a456855c-293e-42d1-a14b-85148715d7a7,疑似恶意流量,172.16.29.238,49278,10.155.199.24,443,tls
8878,9f8b8c9f-653f-407a-b14c-a8ef1a65542f,疑似恶意流量,172.16.29.238,49532,10.155.199.24,443,tls
8879,dd49c67c-aa68-4bae-81b9-2fdf127dfa57,疑似恶意流量,172.16.29.238,49534,10.155.199.24,443,tls
8880,f9b761ea-4a3b-439b-ab20-99f44a4039ab,疑似恶意流量,172.16.29.238,49437,10.155.199.24,443,tls
8881,abc68285-3b7e-4661-9d2c-e197453a42c6,疑似恶意流量,172.16.29.238,49493,10.155.199.24,443,tls
8882,4bebf4ce-fead-4b64-ad10-e91ff7a282b9,疑似恶意流量,172.16.29.238,49526,10.155.199.24,443,tls
8883,e03e6456-6055-4d89-92c8-98b967e7ce97,疑似恶意流量,172.16.29.238,49370,10.155.199.24,443,tls
8884,da746a5e-95e9-45d2-bb30-f38d1d02dd66,疑似恶意流量,172.16.29.238,49385,10.155.199.24,443,tls
8885,3e722702-b0bf-4782-861a-cd21110f080e,疑似恶意流量,172.16.29.238,49321,10.155.199.24,443,tls
8886,d48cddcf-5f89-4747-ac3f-5028b515b050,疑似恶意流量,172.16.29.238,49359,10.155.199.24,443,tls
8887,cca52fd4-62e6-489a-802a-9095472d5e3a,疑似恶意流量,172.16.29.238,49502,10.155.199.24,443,tls
8888,999afa86-c287-4853-be0b-cb03c9f8d3ae,疑似恶意流量,172.16.29.238,49466,10.155.199.24,443,tls
8889,3857fca2-3aca-4fdb-8c2d-1d70e956ed9a,疑似恶意流量,172.16.29.238,49401,10.155.199.24,443,tls
8890,98fab1b3-a844-4bbb-9ddf-99326d62e86f,疑似恶意流量,172.16.29.238,49388,10.155.199.24,443,tls
8891,dc00c2f0-3206-4082-9ae3-e23604ddbeed,疑似恶意流量,172.16.29.238,49298,10.155.199.24,443,tls
8892,3e7c4fed-666c-4a87-8fdc-07ad3dc9a036,疑似恶意流量,172.16.29.238,49511,10.155.199.24,443,tls
8893,1b8bd594-6730-496b-bf2d-1270570ce08c,疑似恶意流量,172.16.29.238,49320,10.155.199.24,443,tls
8894,d1cabb4f-35dd-4ca6-8d9a-8fb4c9a1449a,疑似恶意流量,172.16.29.238,49358,10.155.199.24,443,tls
8895,066b8510-fcc3-4b25-92e9-ab748c6cb2b2,疑似恶意流量,172.16.29.238,49478,10.155.199.24,443,tls
8896,915b150f-7e43-4831-9a3c-ac262305a498,疑似恶意流量,172.16.29.238,49249,10.155.199.24,443,tls
8897,faaa6762-5c22-4c51-8937-7e3cf76a468b,疑似恶意流量,172.16.29.238,49332,10.155.199.24,443,tls
9145,c92a047c-a0e4-4445-8b6c-02b5dd3cc0e4,疑似恶意流量,172.16.27.178,49358,10.129.148.133,447,tls
9147,2d0ab909-40a1-4eee-a31e-ba5dbc818162,疑似恶意流量,172.16.27.176,49192,10.154.147.119,447,tls
9197,95d754b0-56b7-47e8-869d-f7f7c4dba505,疑似恶意流量,172.16.26.8,49169,10.129.7.131,9001,tls
9237,d56a362f-0248-4f48-b076-fa2e4ceb6af8,疑似恶意流量,172.16.26.212,49251,10.193.177.30,443,tls
9238,4af75c24-8adb-4cb9-acdc-49ef988126fb,疑似恶意流量,172.16.26.212,49248,10.193.177.30,443,tls
9283,4cbb4c93-df73-4519-ac32-3d6664ec03b4,疑似恶意流量,172.16.26.110,49187,10.112.91.3,443,tls
9335,59acc02d-842e-44c4-9e35-8235a979a663,疑似恶意流量,172.16.25.236,49309,10.23.197.187,443,tls
9336,f3af2d2b-33f9-4dee-af28-9174047b15e3,疑似恶意流量,172.16.25.236,49197,10.23.197.187,443,tls
9368,d9aef167-b57c-4c6a-b98c-0a306bf5dbfb,疑似恶意流量,172.16.25.18,49331,10.112.15.51,443,tls
9369,68c64651-f049-44cf-9d62-af29d0289e9d,疑似恶意流量,172.16.25.18,49255,10.112.15.51,443,tls
9370,f27e44fd-ba6d-4ce8-9a80-1c93021efdf3,疑似恶意流量,172.16.25.18,49232,10.112.15.51,443,tls
9371,4018461b-bcd5-40ed-a624-e68f8d19a30c,疑似恶意流量,172.16.25.18,49323,10.112.15.51,443,tls
9372,eede817d-23af-4bbb-9945-7ee57046974c,疑似恶意流量,172.16.25.18,49247,10.112.15.51,443,tls
9373,1248876e-96a1-4e03-99a1-51dd4ff02b34,疑似恶意流量,172.16.25.18,49258,10.112.15.51,443,tls
9374,f26c2055-1361-4f44-b3dd-ec2c4cbaba1a,疑似恶意流量,172.16.25.18,49284,10.112.15.51,443,tls
9375,03db3f29-7f5e-4a5c-b1ff-79012d57a464,疑似恶意流量,172.16.25.18,49271,10.112.15.51,443,tls
9376,1ed1bf40-f94d-403d-ad79-35f4bf9d567b,疑似恶意流量,172.16.25.18,49209,10.112.15.51,443,tls
9377,b6da790b-5d7d-4f5e-b40d-8bd0a4226a5a,疑似恶意流量,172.16.25.18,49216,10.112.15.51,443,tls
9378,1cf228ff-dfc0-4a3d-86cc-a3ae1297685b,疑似恶意流量,172.16.25.18,49263,10.112.15.51,443,tls
9379,b32cb334-b3f9-4680-9cee-d833b5d0b1e5,疑似恶意流量,172.16.25.18,49307,10.112.15.51,443,tls
9380,dcdfc526-f3e1-4751-907a-e2914252637c,疑似恶意流量,172.16.25.18,49318,10.112.15.51,443,tls
9381,fb0eed86-bc41-454a-8ea8-eead02c18ba3,疑似恶意流量,172.16.25.18,49301,10.112.15.51,443,tls
9382,e770ca2c-f2fc-452b-92de-e37fff8a680c,疑似恶意流量,172.16.25.18,49210,10.112.15.51,443,tls
9383,0a0dc818-9e2a-43d5-9a79-5b6131eb7c2c,疑似恶意流量,172.16.25.18,49282,10.112.15.51,443,tls
9384,6130915e-e2cd-4dea-914e-fc0b7d3b793f,疑似恶意流量,172.16.25.18,49239,10.112.15.51,443,tls
9385,0cee7724-793c-4c68-b501-f7dc98adb74e,疑似恶意流量,172.16.25.18,49328,10.112.15.51,443,tls
9386,f23a6b46-3042-4870-8d98-1afcac682507,疑似恶意流量,172.16.25.18,49290,10.112.15.51,443,tls
9387,3be8eb9d-b88b-4d85-9782-57194ea4655e,疑似恶意流量,172.16.25.18,49198,10.112.15.51,443,tls
9388,0bb46834-ae9f-467e-8c18-282ad51d77fc,疑似恶意流量,172.16.25.18,49324,10.112.15.51,443,tls
9389,c5852828-c7b8-43cd-a25c-905f2c65fb2b,疑似恶意流量,172.16.25.18,49194,10.112.15.51,443,tls
9390,f5a167c7-6577-47c0-82ca-c50ea004048d,疑似恶意流量,172.16.25.18,49252,10.112.15.51,443,tls
9399,e80ef1ff-7e9f-4e81-a4dd-21f2eb9941db,疑似恶意流量,172.16.25.155,49169,10.86.129.73,443,tls
9420,9642d48f-b3d4-405c-a864-ef419747aeec,疑似恶意流量,172.16.24.9,51784,10.179.8.189,449,tls
9421,0c5288f1-486e-4a98-a981-fb3396271443,疑似恶意流量,172.16.24.9,51786,10.179.8.189,449,tls
9448,0f4659f8-1357-46db-8f08-50f24ffe4e37,疑似恶意流量,172.16.24.37,64610,10.74.31.81,449,tls
9449,84af9acd-bd5d-4a64-826f-25c3c55d3980,疑似恶意流量,172.16.24.37,63756,10.74.31.81,449,tls
9450,a40f0607-96da-46d6-ace1-583ac6878fba,疑似恶意流量,172.16.24.37,63738,10.74.31.81,449,tls
9451,288b0ccd-4b0f-4fab-80da-f281c52ee5bc,疑似恶意流量,172.16.24.37,64463,10.74.31.81,449,tls
9452,171edd9c-774e-4d1e-beed-7d643956d930,疑似恶意流量,172.16.24.37,63977,10.74.31.81,449,tls
9453,8b0a939f-3c25-4a20-95e6-7c2fe040adb9,疑似恶意流量,172.16.24.37,64868,10.74.31.81,449,tls
9454,ff0d0487-3c5b-4d9f-8323-6ae468c034b7,疑似恶意流量,172.16.24.37,64484,10.74.31.81,449,tls
9455,00b8247b-aac3-47f0-95c3-78dc712b9aa9,疑似恶意流量,172.16.24.37,64934,10.74.31.81,449,tls
9456,15e93859-1af9-4d71-a6ba-282443c19cef,疑似恶意流量,172.16.24.37,64194,10.74.31.81,449,tls
9457,0d13a384-60f9-4389-b62c-2793c6f254f8,疑似恶意流量,172.16.24.37,64225,10.74.31.81,449,tls
9458,14ea115e-35c1-4627-84da-f82768cffdd6,疑似恶意流量,172.16.24.37,64528,10.74.31.81,449,tls
9526,65b62e5d-2337-4d95-834b-82ffd12f6b6c,疑似恶意流量,172.16.24.131,49168,10.125.109.68,443,tls
9533,8b4df7e7-33f2-4de2-a69f-a4da0ab32a23,疑似恶意流量,172.16.24.112,49205,10.23.93.44,443,tls
9534,75041b9f-4e31-49d2-b2a5-0f045c899e7d,疑似恶意流量,172.16.24.112,49207,10.23.93.44,443,tls
9535,e261e574-f8e1-40d6-af44-e2dedda7f677,疑似恶意流量,172.16.24.112,49203,10.23.93.44,443,tls
9536,cf6c1720-e2a3-4969-8799-757fc52954e9,疑似恶意流量,172.16.24.112,49226,10.23.93.44,443,tls
9537,f24a72da-c8cb-4c21-b51f-05bcb601b628,疑似恶意流量,172.16.24.112,49224,10.23.93.44,443,tls
9538,428cdbb0-7166-48f6-a050-3a996adedd20,疑似恶意流量,172.16.24.112,49211,10.23.93.44,443,tls
9563,df35bd7b-e141-4028-9181-f185a0c6aba5,疑似恶意流量,172.16.23.6,50210,10.106.5.39,26,tls
9566,51ae831e-b83c-4669-8bed-1f57b46f1c98,疑似恶意流量,172.16.23.52,64838,10.41.44.26,443,tls
9567,91b146a3-3b95-4f32-b63a-ffe11b313957,疑似恶意流量,172.16.23.52,64827,10.41.44.26,443,tls
9610,31512141-4047-4c08-9696-1337b6958c85,疑似恶意流量,172.16.23.165,49256,10.11.138.108,449,tls
9611,588aef28-998e-4f4e-8d81-c8b4b80cb88c,疑似恶意流量,172.16.23.165,49207,10.11.138.108,449,tls
9628,e12ffbd0-8080-4480-b7f3-3f2b225094d1,疑似恶意流量,172.16.23.106,49221,10.140.88.82,443,tls
9629,65ccd9d4-360f-487c-85b0-4fadaf620130,疑似恶意流量,172.16.23.106,49247,10.140.88.82,443,tls
9630,b051c957-bbae-4678-84d1-91c5f18b035f,疑似恶意流量,172.16.23.106,49229,10.140.88.82,443,tls
9631,b2207ef0-dbb6-4e8b-8cf1-2e11fc075a2a,疑似恶意流量,172.16.23.106,49235,10.140.88.82,443,tls
9632,850abd79-e3e5-4410-b93e-b9e4971ea5ac,疑似恶意流量,172.16.23.106,49222,10.140.88.82,443,tls
9633,3b9b6514-075a-411a-a518-e17b78e1f028,疑似恶意流量,172.16.23.106,49210,10.140.88.82,443,tls
9664,632971b7-8eb6-4644-aa66-7c1d555d0513,疑似恶意流量,172.16.22.248,49211,10.102.207.113,449,tls
9665,a7c292cb-52de-4331-bca8-c26cc4ce18d6,疑似恶意流量,172.16.22.248,49539,10.102.207.113,449,tls
9683,d7213c43-2ad8-4e2a-86fe-687b63715324,疑似恶意流量,172.16.22.208,55486,10.109.173.98,447,tls
9733,b169ff41-1295-43ad-9a53-5f9112a04f07,疑似恶意流量,172.16.22.132,49192,10.6.110.36,443,tls
9799,49385e8d-ea30-483b-b70f-a5f691ade763,疑似恶意流量,172.16.21.207,49289,10.138.172.76,443,tls
9800,a84f617c-bcf4-492c-9fb2-0f67d21dada1,疑似恶意流量,172.16.21.207,49306,10.138.172.76,443,tls
9801,682bf8d0-01f9-47bf-b53c-91aab5d969ef,疑似恶意流量,172.16.21.207,49228,10.138.172.76,443,tls
9802,03f49775-3b75-42d1-9a9e-56986db8b201,疑似恶意流量,172.16.21.207,49305,10.138.172.76,443,tls
